season,player,pos,age,team_id,g,gs,mp_per_g,fg_per_g,fga_per_g,fg_pct,fg3_per_g,fg3a_per_g,fg3_pct,fg2_per_g,fg2a_per_g,fg2_pct,efg_pct,ft_per_g,fta_per_g,ft_pct,orb_per_g,drb_per_g,trb_per_g,ast_per_g,stl_per_g,blk_per_g,tov_per_g,pf_per_g,pts_per_g,mp,per,ts_pct,fg3a_per_fga_pct,fta_per_fga_pct,orb_pct,drb_pct,trb_pct,ast_pct,stl_pct,blk_pct,tov_pct,usg_pct,ows,dws,ws,ws_per_48,obpm,dbpm,bpm,vorp,award_share,mov,mov_adj,win_loss_pct
1982,Michael Cooper,SG,25,LAL,76,14,28.9,5.0,9.8,0.517,0.0,0.2,0.118,5.0,9.5,0.526,0.518,1.8,2.3,0.813,1.1,2.4,3.5,3.0,1.6,0.8,2.0,2.8,11.9,2197,14.3,0.556,0.023,0.231,4.3,8.8,6.7,12.9,2.5,1.5,15.6,17.5,2.4,2.6,5.0,0.109,-0.3,1.2,0.9,1.6,0.004,4.87,4.37,0.695
1982,Adrian Dantley,SF,26,UTA,81,81,39.8,11.2,19.6,0.57,0.0,0.0,0.333,11.1,19.5,0.57,0.57,8.0,10.1,0.792,2.9,3.5,6.3,4.0,1.2,0.2,3.7,3.1,30.3,3222,24.2,0.631,0.002,0.516,7.6,9.6,8.6,15.5,1.4,0.2,13.3,27.9,11.9,0.7,12.6,0.187,5.8,-1.7,4.1,5.0,0.01,-5.66,-5.63,0.305
1982,Brad Davis,PG,26,DAL,82,82,31.9,4.8,9.4,0.515,0.2,0.6,0.286,4.7,8.8,0.53,0.524,2.3,2.8,0.804,0.4,2.3,2.8,6.2,0.9,0.1,1.9,2.7,12.1,2614,14.5,0.569,0.064,0.298,1.5,8.6,4.9,27.5,1.4,0.1,15.4,16.2,4.4,1.0,5.4,0.1,0.6,-0.8,-0.2,1.2,0.0,-4.43,-4.48,0.341
1982,Johnny Davis,SG,26,IND,82,70,32.5,6.6,14.1,0.467,0.1,0.3,0.185,6.5,13.7,0.473,0.469,3.8,4.8,0.799,0.9,1.3,2.2,4.2,0.9,0.1,2.3,2.1,17.0,2664,15.2,0.526,0.023,0.342,2.9,4.4,3.6,20.4,1.4,0.2,12.3,23.7,3.0,2.1,5.1,0.091,0.6,-1.1,-0.6,1.0,0.0,-1.87,-1.49,0.427
1982,John Drew,SF,27,ATL,70,51,29.1,6.6,13.7,0.486,0.1,0.2,0.333,6.6,13.5,0.488,0.488,5.2,7.0,0.741,2.4,2.9,5.4,1.4,0.9,0.0,2.5,3.6,18.5,2040,18.1,0.553,0.013,0.513,9.3,11.5,10.4,8.1,1.6,0.1,13.2,28.7,3.2,2.4,5.5,0.13,1.4,-1.1,0.3,1.2,0.0,0.54,0.81,0.512
1982,James Edwards,C,26,CLE,77,75,33.0,6.9,13.4,0.511,0.0,0.1,0.0,6.9,13.4,0.513,0.511,3.0,4.4,0.684,2.5,5.1,7.5,1.6,0.3,1.5,2.1,4.5,16.7,2539,15.8,0.545,0.004,0.328,7.9,18.6,12.9,7.4,0.5,2.6,12.1,21.8,3.0,1.3,4.3,0.08,-0.4,-0.8,-1.2,0.5,0.0,-8.51,-7.77,0.183
1982,Alex English,SF,28,DEN,82,82,36.8,10.4,18.9,0.551,0.0,0.1,0.0,10.4,18.8,0.553,0.551,4.5,5.4,0.84,2.6,4.2,6.8,5.3,1.1,1.5,3.2,3.2,25.4,3015,22.2,0.596,0.005,0.285,7.7,12.0,9.9,19.9,1.3,2.0,13.0,25.3,8.9,0.6,9.5,0.152,4.9,-1.1,3.8,4.4,0.017,0.52,0.13,0.561
1982,Julius Erving,SF,31,PHI,81,81,34.4,9.6,17.6,0.546,0.0,0.1,0.273,9.6,17.5,0.548,0.547,5.1,6.7,0.763,2.7,4.2,6.9,3.9,2.0,1.7,2.6,2.8,24.4,2789,25.9,0.593,0.008,0.377,9.3,13.0,11.2,18.1,2.8,2.9,11.4,28.1,8.7,4.6,13.3,0.229,6.0,1.7,7.7,6.8,0.294,5.73,5.74,0.707
1982,World B. Free,SG,28,GSW,78,78,35.8,8.3,18.6,0.448,0.1,0.7,0.179,8.2,17.9,0.458,0.451,6.1,8.3,0.74,1.5,1.7,3.2,5.4,0.9,0.1,2.7,2.8,22.9,2796,18.2,0.515,0.039,0.446,4.5,5.2,4.8,21.7,1.2,0.2,10.7,28.0,5.6,1.3,6.9,0.118,2.4,-1.9,0.5,1.8,0.0,1.04,0.8,0.549
1982,George Gervin,SG,29,SAS,79,79,35.7,12.6,25.2,0.5,0.1,0.5,0.278,12.4,24.7,0.504,0.502,7.0,8.1,0.864,1.7,3.2,5.0,2.4,1.0,0.6,2.7,2.7,32.3,2817,24.2,0.562,0.018,0.323,5.2,9.7,7.5,11.4,1.3,0.9,8.5,35.0,8.7,2.0,10.7,0.182,5.4,-1.5,3.9,4.2,0.159,2.3,1.79,0.585
1982,Artis Gilmore,C,32,CHI,82,82,34.1,6.7,10.2,0.652,0.0,0.0,1.0,6.6,10.2,0.652,0.653,5.2,6.7,0.768,2.7,7.5,10.2,1.7,0.6,2.7,2.8,3.5,18.5,2796,22.4,0.702,0.001,0.659,9.5,23.7,16.9,7.5,0.8,4.3,17.4,19.6,8.3,3.8,12.1,0.208,3.0,1.3,4.3,4.4,0.0,-2.02,-1.57,0.415
1982,Rickey Green,PG,27,UTA,81,73,34.8,6.2,12.5,0.493,0.0,0.1,0.0,6.2,12.4,0.497,0.493,2.5,3.3,0.765,1.0,2.0,3.0,7.8,2.3,0.1,2.4,2.3,14.8,2822,17.4,0.531,0.008,0.26,3.2,6.1,4.6,29.7,3.0,0.2,14.9,18.8,4.3,1.4,5.7,0.096,1.8,-0.3,1.4,2.4,0.0,-5.66,-5.63,0.305
1982,Dave Greenwood,PF,24,CHI,82,82,35.5,5.9,12.4,0.473,0.0,0.0,0.0,5.9,12.3,0.475,0.473,2.9,3.5,0.825,2.3,7.2,9.6,3.2,0.9,1.1,2.2,3.6,14.6,2914,15.5,0.525,0.003,0.287,7.8,22.2,15.3,13.2,1.2,1.8,13.6,19.0,3.2,3.2,6.5,0.107,0.1,0.5,0.6,1.9,0.0,-2.02,-1.57,0.415
1982,Kevin Grevey,SG,28,WSB,71,62,30.5,5.3,12.1,0.439,0.4,1.2,0.341,4.9,10.9,0.449,0.455,2.3,2.7,0.855,0.8,1.9,2.7,2.1,0.6,0.3,1.4,2.1,13.3,2164,11.7,0.502,0.096,0.225,2.9,6.8,4.9,10.1,1.0,0.6,9.2,20.1,1.2,2.4,3.6,0.08,-1.1,-0.1,-1.2,0.4,0.0,0.88,1.06,0.524
1982,Darrell Griffith,SG,23,UTA,80,79,32.5,8.6,17.9,0.482,0.2,0.7,0.288,8.4,17.2,0.489,0.487,2.4,3.4,0.697,1.6,2.2,3.8,2.3,1.2,0.4,2.4,2.7,19.8,2597,15.8,0.511,0.036,0.19,5.2,7.5,6.3,10.8,1.7,0.7,11.1,26.8,1.4,0.7,2.1,0.038,0.2,-2.1,-1.9,0.0,0.0,-5.66,-5.63,0.305
1982,Elvin Hayes,PF,36,HOU,82,82,37.0,6.3,13.4,0.472,0.0,0.1,0.0,6.3,13.4,0.474,0.472,3.4,5.1,0.664,3.3,5.9,9.1,1.8,0.8,1.3,2.5,3.5,16.1,3032,14.4,0.513,0.005,0.384,9.4,18.1,13.6,6.6,1.0,1.9,13.9,20.2,2.3,2.9,5.1,0.081,-0.6,-0.7,-1.4,0.5,0.0,-0.04,-0.39,0.561
1982,Geoff Huston,PG,24,CLE,78,43,30.9,4.2,8.6,0.484,0.0,0.1,0.3,4.1,8.5,0.486,0.486,2.0,2.6,0.765,0.7,1.2,1.9,7.6,0.9,0.1,2.2,2.2,10.3,2409,14.0,0.53,0.015,0.298,2.3,4.8,3.5,33.8,1.4,0.3,18.4,15.9,2.9,0.1,3.0,0.06,0.9,-1.9,-0.9,0.7,0.0,-8.51,-7.77,0.183
1982,Dan Issel,C,33,DEN,81,81,30.5,8.0,15.3,0.527,0.0,0.1,0.667,8.0,15.2,0.526,0.528,6.7,8.1,0.834,2.1,5.4,7.5,2.2,0.8,0.7,2.1,3.0,22.9,2472,23.1,0.608,0.005,0.53,7.7,18.3,13.2,9.8,1.2,1.1,10.0,26.0,9.0,0.8,9.8,0.19,4.0,-1.8,2.2,2.6,0.004,0.52,0.13,0.561
1982,Dennis Johnson,SG,27,PHO,80,77,36.7,7.2,15.4,0.47,0.1,0.5,0.19,7.1,14.8,0.48,0.473,5.0,6.2,0.806,1.8,3.4,5.1,4.6,1.3,0.7,2.9,3.2,19.5,2937,16.7,0.54,0.034,0.403,5.5,9.8,7.7,18.3,1.7,1.1,13.9,23.6,4.1,4.0,8.1,0.132,1.2,0.1,1.3,2.5,0.001,3.45,3.05,0.561
1982,Eddie Johnson,SG,26,ATL,68,57,34.0,6.7,14.9,0.45,0.1,0.4,0.233,6.6,14.4,0.457,0.454,4.3,5.7,0.764,0.9,1.9,2.8,5.3,1.5,0.2,2.7,2.8,17.8,2314,16.5,0.513,0.03,0.381,3.1,6.3,4.7,25.3,2.2,0.4,13.6,25.6,2.2,2.6,4.8,0.1,1.2,0.0,1.2,1.9,0.0,0.54,0.81,0.512
1982,Magic Johnson,SG,22,LAL,78,77,38.3,7.1,13.3,0.537,0.1,0.4,0.207,7.1,12.9,0.546,0.54,4.2,5.6,0.76,3.2,6.4,9.6,9.5,2.7,0.4,3.7,2.9,18.6,2991,22.9,0.59,0.028,0.418,9.5,17.5,13.7,31.0,3.2,0.6,18.9,20.1,8.1,4.8,12.9,0.207,4.9,2.3,7.2,7.0,0.097,4.87,4.37,0.695
1982,Marques Johnson,SF,25,MIL,60,52,31.7,6.7,12.7,0.532,0.0,0.1,0.0,6.7,12.6,0.534,0.532,3.0,4.3,0.7,2.6,3.5,6.1,3.6,1.0,0.6,2.4,2.4,16.5,1900,18.0,0.566,0.005,0.342,9.6,12.3,11.0,16.4,1.5,1.1,14.2,22.1,3.5,2.7,6.2,0.158,2.9,0.0,2.9,2.3,0.004,5.48,5.38,0.671
1982,Bobby Jones,PF,30,PHI,76,73,28.7,5.5,9.7,0.564,0.0,0.0,0.0,5.5,9.7,0.567,0.564,3.5,4.4,0.79,1.4,3.7,5.2,2.5,1.3,1.5,1.9,2.8,14.4,2181,19.3,0.62,0.004,0.452,5.9,14.1,10.1,12.0,2.2,3.0,14.1,19.6,4.8,3.4,8.2,0.181,2.4,1.7,4.1,3.3,0.0,5.73,5.74,0.707
1982,Bernard King,SF,25,GSW,79,77,36.2,9.4,16.5,0.566,0.0,0.1,0.2,9.4,16.5,0.568,0.567,4.5,6.3,0.705,1.8,4.2,5.9,3.6,1.0,0.3,3.4,3.6,23.2,2861,19.8,0.6,0.004,0.382,5.2,12.8,8.9,14.9,1.3,0.4,14.9,25.3,6.6,2.2,8.7,0.147,2.9,-0.6,2.2,3.1,0.014,1.04,0.8,0.549
1982,Reggie King,SF,24,KCK,80,76,32.6,4.8,9.4,0.509,0.0,0.0,,4.8,9.4,0.509,0.509,2.5,3.6,0.705,2.0,4.5,6.5,2.2,1.1,0.4,1.9,2.8,12.1,2609,13.0,0.551,0.0,0.379,6.8,16.0,11.2,8.7,1.5,0.6,15.0,16.2,2.2,2.5,4.8,0.087,-0.3,-0.1,-0.4,1.0,0.0,-3.1,-3.25,0.366
1982,Ronnie Lester,PG,23,CHI,75,74,30.0,4.4,8.8,0.501,0.1,0.1,0.5,4.3,8.7,0.501,0.504,2.8,3.4,0.813,1.0,1.8,2.8,4.8,1.1,0.2,2.5,2.1,11.6,2252,13.8,0.565,0.012,0.39,4.0,6.7,5.4,22.9,1.7,0.3,19.4,17.8,2.6,1.3,3.9,0.084,0.2,-0.6,-0.4,0.9,0.0,-2.02,-1.57,0.415
1982,John Long,SG,25,DET,69,66,32.0,9.2,18.8,0.492,0.0,0.2,0.133,9.2,18.5,0.496,0.493,3.4,4.0,0.865,1.4,2.3,3.7,2.1,0.9,0.4,2.4,2.5,21.9,2211,17.4,0.535,0.012,0.213,4.6,8.3,6.4,11.0,1.4,0.6,10.6,27.9,3.1,1.6,4.7,0.102,1.2,-1.4,-0.2,1.0,0.0,-0.91,-0.63,0.476
1982,Maurice Lucas,PF,29,NYK,80,74,33.4,6.3,12.5,0.504,0.0,0.0,0.0,6.3,12.5,0.506,0.504,3.2,4.4,0.725,3.4,7.9,11.3,2.2,0.9,0.9,2.2,3.9,15.8,2671,17.9,0.547,0.003,0.349,11.5,27.5,19.3,9.6,1.2,1.5,13.0,20.5,4.1,3.2,7.4,0.133,1.1,-0.5,0.6,1.8,0.0,-2.67,-2.15,0.402
1982,Kyle Macy,PG,24,PHO,82,72,34.7,5.9,11.5,0.514,0.5,1.2,0.39,5.5,10.3,0.529,0.535,1.9,2.1,0.899,1.0,2.2,3.2,4.7,1.7,0.1,1.5,2.3,14.2,2845,15.7,0.57,0.106,0.179,3.1,6.9,5.1,18.9,2.4,0.2,10.9,16.6,5.4,3.8,9.2,0.156,0.9,1.1,2.0,2.9,0.0,3.45,3.05,0.561
1982,Rick Mahorn,PF,23,WSB,80,80,33.3,5.2,10.2,0.507,0.0,0.0,0.0,5.2,10.2,0.509,0.507,1.9,2.9,0.632,1.9,6.9,8.8,1.9,0.7,1.7,2.0,4.4,12.2,2664,13.3,0.531,0.004,0.287,6.2,22.4,14.4,8.0,1.0,2.9,15.0,17.0,0.8,5.1,5.9,0.107,-1.8,2.1,0.2,1.5,0.0,0.88,1.06,0.524
1982,Moses Malone,C,26,HOU,81,81,42.0,11.7,22.5,0.519,0.0,0.1,0.0,11.7,22.4,0.52,0.519,7.8,10.2,0.762,6.9,7.8,14.7,1.8,0.9,1.5,3.6,2.6,31.1,3398,26.8,0.576,0.003,0.454,17.5,21.2,19.3,6.9,1.1,2.1,11.9,29.9,11.7,3.7,15.4,0.218,6.2,-1.8,4.5,5.5,0.735,-0.04,-0.39,0.561
1982,Cedric Maxwell,SF,26,BOS,78,73,33.2,5.1,9.3,0.548,0.0,0.0,0.0,5.1,9.2,0.551,0.548,4.6,6.1,0.747,2.8,3.6,6.4,2.3,1.0,0.6,2.2,3.4,14.8,2590,16.0,0.616,0.004,0.66,9.5,11.7,10.6,9.2,1.4,1.0,15.7,17.2,5.8,3.3,9.1,0.169,1.6,0.6,2.2,2.7,0.0,6.38,6.35,0.768
1982,Kevin McHale,PF,24,BOS,82,33,28.4,5.7,10.7,0.531,0.0,0.0,,5.7,10.7,0.531,0.531,2.3,3.0,0.754,2.3,4.5,6.8,1.1,0.4,2.3,1.7,3.2,13.6,2332,16.9,0.568,0.0,0.283,9.3,16.8,13.1,5.4,0.6,4.3,12.2,19.3,3.9,3.7,7.5,0.155,0.4,1.1,1.5,2.0,0.0,6.38,6.35,0.768
1982,Mike Mitchell,SF,26,TOT,84,83,36.5,9.0,17.6,0.51,0.0,0.1,0.0,9.0,17.5,0.512,0.51,2.6,3.6,0.728,2.9,4.1,7.0,1.0,0.7,0.5,1.8,3.3,20.5,3063,15.9,0.536,0.005,0.204,8.5,12.4,10.5,4.1,0.9,0.8,8.7,23.2,4.2,1.7,5.9,0.093,0.7,-2.1,-1.4,0.4,0.0,0.0,0.0,0.5
1982,Sidney Moncrief,SG,24,MIL,80,80,37.3,7.0,13.3,0.523,0.0,0.2,0.071,6.9,13.1,0.529,0.524,5.9,7.2,0.817,2.8,3.9,6.7,4.8,1.7,0.3,2.6,2.6,19.8,2980,20.1,0.601,0.013,0.539,8.8,11.6,10.3,18.1,2.2,0.4,13.7,21.0,8.9,4.5,13.4,0.216,3.9,0.9,4.8,5.1,0.146,5.48,5.38,0.671
1982,Calvin Natt,SF,25,POR,75,71,34.7,6.9,11.9,0.576,0.0,0.1,0.25,6.8,11.8,0.579,0.577,3.9,5.2,0.75,2.6,5.6,8.2,2.0,0.8,0.5,1.9,2.3,17.7,2599,19.0,0.622,0.009,0.438,8.4,17.9,13.2,8.0,1.1,0.8,11.6,19.1,7.0,2.3,9.3,0.171,3.0,-0.7,2.3,2.8,0.0,0.6,0.39,0.512
1982,Norm Nixon,PG,26,LAL,82,82,36.9,7.7,15.5,0.493,0.0,0.1,0.25,7.6,15.4,0.495,0.494,2.2,2.7,0.808,0.5,1.7,2.1,8.0,1.6,0.1,2.9,3.2,17.6,3024,15.3,0.525,0.009,0.176,1.4,4.8,3.2,27.7,2.0,0.1,14.8,21.1,4.2,2.4,6.6,0.104,0.2,-1.0,-0.8,0.9,0.0,4.87,4.37,0.695
1982,Mark Olberding,PF,25,SAS,68,63,30.9,4.9,10.4,0.472,0.0,0.2,0.167,4.9,10.2,0.478,0.474,4.0,5.0,0.808,1.7,4.7,6.5,3.0,0.8,0.4,2.0,3.7,13.8,2098,14.6,0.551,0.017,0.479,6.0,16.4,11.2,12.4,1.3,0.8,14.0,18.8,3.1,2.0,5.1,0.116,-0.1,-0.2,-0.3,0.9,0.0,2.3,1.79,0.585
1982,Robert Parish,C,28,BOS,80,78,31.7,8.4,15.4,0.542,0.0,0.0,,8.4,15.4,0.542,0.542,3.2,4.4,0.71,3.6,7.2,10.8,1.8,0.9,2.4,2.8,3.3,19.9,2534,22.6,0.571,0.0,0.287,12.8,24.5,18.8,8.4,1.3,4.1,13.7,25.5,5.0,5.1,10.0,0.19,2.6,1.2,3.8,3.7,0.19,6.38,6.35,0.768
1982,Jim Paxson,SG,24,POR,82,82,33.6,8.1,15.3,0.526,0.1,0.4,0.229,8.0,14.9,0.535,0.529,2.7,3.5,0.767,0.9,1.8,2.7,3.4,1.6,0.1,1.8,1.9,18.9,2756,18.0,0.561,0.028,0.228,3.1,5.9,4.5,14.8,2.2,0.2,9.4,22.8,5.6,1.8,7.5,0.13,1.7,-0.3,1.5,2.4,0.0,0.6,0.39,0.512
1982,Kelvin Ransey,PG,23,POR,78,68,31.0,6.5,14.0,0.46,0.0,0.5,0.079,6.4,13.6,0.474,0.462,3.1,4.1,0.761,0.5,1.9,2.4,7.1,1.2,0.1,2.9,2.2,16.1,2418,16.5,0.507,0.035,0.29,1.8,6.7,4.3,32.4,1.9,0.1,15.6,24.9,2.2,1.5,3.7,0.073,1.2,-1.8,-0.6,0.9,0.0,0.6,0.39,0.512
1982,Robert Reid,SF,26,HOU,77,75,37.8,5.7,12.4,0.456,0.0,0.1,0.1,5.7,12.3,0.46,0.457,2.1,2.8,0.748,2.3,4.4,6.6,4.1,1.5,0.6,2.0,3.9,13.4,2913,13.3,0.492,0.01,0.223,6.4,13.2,9.7,14.7,1.9,0.9,13.0,17.0,2.5,2.7,5.2,0.086,-0.5,0.6,0.1,1.6,0.0,-0.04,-0.39,0.561
1982,Micheal Ray Richardson,PG,26,NYK,82,79,37.1,7.5,16.4,0.461,0.2,1.2,0.188,7.3,15.1,0.483,0.468,2.6,3.7,0.7,2.2,4.7,6.9,7.0,2.6,0.5,3.5,3.9,17.9,3044,17.7,0.498,0.075,0.226,6.5,14.9,10.6,27.4,3.4,0.8,16.5,23.9,1.6,3.8,5.5,0.086,1.3,1.4,2.7,3.6,0.0,-2.67,-2.15,0.402
1982,Cliff Robinson,PF,21,TOT,68,59,32.0,7.6,16.8,0.453,0.0,0.1,0.0,7.6,16.8,0.455,0.453,3.3,4.6,0.709,2.6,6.4,9.0,1.8,1.3,1.5,2.2,3.3,18.5,2175,18.3,0.491,0.003,0.274,8.6,23.5,15.8,8.5,1.9,2.7,10.4,26.9,0.7,2.8,3.5,0.077,0.3,-0.2,0.1,1.1,0.0,0.0,0.0,0.5
1982,Truck Robinson,PF,30,PHO,74,72,37.1,7.8,15.2,0.513,0.0,0.0,1.0,7.8,15.2,0.513,0.514,3.4,5.0,0.687,2.7,7.0,9.7,2.4,0.6,0.4,2.7,2.9,19.1,2745,16.1,0.548,0.001,0.329,8.4,20.4,14.5,9.7,0.7,0.6,13.5,22.4,2.9,4.0,6.9,0.121,0.4,-1.0,-0.6,1.0,0.0,3.45,3.05,0.561
1982,Dan Roundfield,PF,28,ATL,61,58,36.3,7.0,14.9,0.466,0.0,0.1,0.2,6.9,14.8,0.467,0.466,4.7,6.1,0.76,3.7,8.1,11.8,2.7,1.0,1.5,3.0,3.4,18.6,2217,19.5,0.527,0.005,0.412,11.6,25.3,18.4,11.9,1.5,2.6,14.5,24.6,2.4,4.1,6.5,0.141,1.6,0.7,2.3,2.4,0.02,0.54,0.81,0.512
1982,Campy Russell,SF,30,NYK,77,63,30.6,5.3,11.1,0.478,0.3,0.7,0.439,5.0,10.4,0.481,0.492,3.0,3.8,0.776,1.1,1.9,3.1,3.7,1.0,0.2,2.5,2.9,13.9,2358,13.3,0.543,0.066,0.343,4.1,7.4,5.7,16.9,1.6,0.3,16.5,20.7,2.0,1.2,3.2,0.066,-0.2,-1.0,-1.2,0.5,0.0,-2.67,-2.15,0.402
1982,Lonnie Shelton,PF,26,SEA,81,81,32.9,6.3,12.9,0.486,0.0,0.1,0.0,6.3,12.8,0.489,0.486,2.3,3.0,0.783,2.0,4.3,6.3,3.1,1.2,0.5,2.5,3.9,14.9,2667,14.2,0.523,0.008,0.229,6.8,13.7,10.4,13.6,1.8,0.9,14.7,21.0,1.6,4.3,5.8,0.105,-0.8,0.6,-0.2,1.2,0.0,4.13,3.69,0.634
